name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
luis-muriel;Luis Muriel;5' 11";174 lbs;4.16.1991 (33);Santo Tomás, Colombia;Forward;Right;Senior;Designated Player, International;;
luis-robles;Luis Robles;6' 1";181 lbs;5.11.1984 (40);Fort Huachuca, AZ USA;Goalkeeper;Right;Senior;;Goalkeeper;Unknown
luis-perea;Luis Perea;6' 2";194 lbs;9.3.1986 (38);Medellín, Colombia;Forward;;;;;
luis-solignac;Luis Solignac;6' 0";165 lbs;2.16.1991 (34);Buenos Aires, Argentina;Forward;Right;;;Striker;Centre
luis-zamudio;Luis Zamudio;6' 3";190 lbs;6.24.1998 (26);Las Vegas, NV, USA;Goalkeeper;;Supplemental Slots 21-24;;Goalkeeper;Unknown
luis-soffner;Luis Soffner;6' 4";209 lbs;8.28.1991 (33);St. Louis, MO USA;Goalkeeper;;;;;
luis-tejada;Luis Tejada;6' 1";174 lbs;3.23.1982 (43);Panama City, Panama;Forward;;;;;
luis-suarez;Luis Suárez;5' 9";159 lbs;1.24.1987 (38);Salto, Uruguay;Forward;Right;Senior;International;;
luis-rivera;Luis Rivera;5' 8";161 lbs;12.1.2007 (17);El Paso, TX, USA;Defender;;;Homegrown;;
luis-silva;Luis Silva;6' 0";174 lbs;10.12.1988 (36);Oaxaca, Mexico;Midfielder;;;;;
luke-brennan;Luke Brennan;5' 11";150 lbs;2.24.2005 (20);Atlanta, GA, USA;Midfielder;;Supplemental Slots 25-28;Homegrown;;
luis-zapata;Luis Zapata;5' 10";170 lbs;4.24.1980 (44);Cali, Colombia;Defender;;;;;
lukas-engel;Lukas Engel;5' 11";;12.14.1998 (26);Kastrup, Denmark;Defender;;;;;
luka-stojanovic;Luka Stojanovic;6' 2";183 lbs;1.4.1994 (31);;Midfielder;;Senior;;Central Midfielder;Centre
luiz-de-araujo-guimaraes-neto;Luiz Araújo;5' 9";154 lbs;6.2.1996 (28);Taquaritinga, Brazil;Forward;Left;Senior;International, Designated Player;Winger;Left/Right
luiz-camargo;Luiz Camargo;5' 8";172 lbs;5.4.1987 (37);Vinhedo, Brazil;Midfielder;;;;;
lukas-macnaughton;Lukas MacNaughton;6' 1";190 lbs;3.8.1995 (30);Brussels, NY, Belgium;Defender;Right;Senior;;;
luka-gavran;Luka Gavran;6' 6";201 lbs;5.9.2000 (24);Hamilton, Ontario, Canada;Goalkeeper;;;;;
luke-boden;Luke Boden;6' 2";183 lbs;11.26.1988 (36);Sheffield, England;Defender;;;;;
luiz-fernando;Luiz Fernando;5' 9";161 lbs;6.23.1997 (27);Sao Paulo, Brazil;Midfielder;;;;Winger;Left/Right
lyle-adams;Lyle Adams;6' 2";;12.19.1986 (38);Kingston, Jamaica;Defender;;;;;
luke-mulholland;Luke Mulholland;5' 9";165 lbs;8.7.1988 (36);Preston, England;Midfielder;;Senior;;Attacking Midfielder;Centre
luke-rodgers;Luke Rodgers;5' 7";157 lbs;1.1.1982 (43);Birmingham, England;Forward;;;;;
luke-vercollone;Luke Vercollone;5' 10";146 lbs;4.4.1982 (43);Norwalk, CT USA;Midfielder;;;;;
luke-singh;Luke Singh;6' 1";170 lbs;9.12.2000 (24);Brampton, ON, Canada;Defender;Right;Supplemental Slots 31;Homegrown;Central Defender;Centre
luke-moore;Luke Moore;5' 9";168 lbs;2.13.1986 (39);Birmingham, England;Forward;;;;;
luke-sassano;Luke Sassano;6' 1";170 lbs;10.14.1985 (39);Orinda, CA USA;Defender;;;;;
luke-kreamalmeyer;Luke Kreamalmeyer;5' 9";154 lbs;9.28.1982 (42);Alton, IL USA;Midfielder;;;;;
luke-haakenson;Luke Haakenson;5' 10";174 lbs;9.10.1997 (27);Maple Grove, USA;Midfielder;;Supplemental Slots 21-24;;Unknown;Unknown
luke-mishu;Luke Mishu;6' 0";181 lbs;6.26.1991 (33);Knoxville, TN USA;Defender;;;;;
macoumba-kandji;Macoumba Kandji;6' 4";174 lbs;8.2.1985 (39);Dakar, Senegal;Midfielder;;;;;
maicon-santos;Maicon Santos;6' 1";185 lbs;4.18.1984 (40);Paracambi, Brazil;Forward;;;;;
lyle-yorks;Lyle Yorks;6' 0";165 lbs;1.30.1970 (55);Nashville, TN USA;Midfielder;;;;;
magnus-eriksson;Magnus Eriksson;5' 11";181 lbs;4.8.1990 (34);Solna, Sweden;Forward;;;;;
macielo-tschantret;Cielo Tschantret;;;2.22.2006 (19);Baltmore, MD, USA;Midfielder;;;;;
mac-steeves;Mac Steeves;6' 4";216 lbs;7.31.1994 (30);Needham, MA USA;Forward;;;;;
mac-cozier;Mac Cozier;5' 8";165 lbs;10.23.1973 (51);Orange Park, FL USA;Forward;;;;;
magnus-wolff-eikrem;Magnus Wolff Eikrem;5' 11";154 lbs;8.8.1990 (34);Molde, Norway;Midfielder;;;;;
machop-chol;Machop Chol;6' 2";174 lbs;11.14.1998 (26);Khartoum, South Sudan;Forward;Right;Supplemental Slots 25-28;Homegrown;Unknown;Unknown
maarten-paes;Maarten Paes;6' 3";181 lbs;5.14.1998 (26);Nijmegen, Netherlands;Goalkeeper;Right;Senior;;;
maikel-van-der-werff;Maikel van der Werff;6' 1";181 lbs;4.22.1989 (35);Hoorn, Netherlands;Defender;Right;Senior;International;Central Defender;Centre
malte-amundsen;Malte Amundsen;5' 10";179 lbs;2.11.1998 (27);Herfølge, Denmark;Defender;Left;Senior;;;
maikel-chang;Maikel Chang;5' 10";165 lbs;4.18.1991 (33);Havana, Cuba;Midfielder;;Senior;;Attacking Midfielder;Centre/Right
malik-johnson;Malik Johnson;5' 9";159 lbs;4.13.1998 (26);Toronto, Canada;Midfielder;;;;Unknown;Unknown
malik-henry-scott;Malik Henry-Scott;5' 10";174 lbs;11.28.2001 (23);Plano, TX, USA;Forward;;;Homegrown;;
mamadou-danso;Mamadou Danso;6' 3";185 lbs;4.27.1988 (36);Serekunda, Gambia;Defender;;;;Unknown;Unknown
malachi-molina;Malachi Molina;6' 0";135 lbs;10.11.2006 (18);Miami, FL, USA;Defender;;;;;
malachi-jones;Malachi Jones;5' 10";;9.23.2003 (21);Freetown, Sierra Leone;Forward;;;;;
malik-pinto;Malik Pinto;5' 11";168 lbs;8.9.2002 (22);Durham, NC, USA;Midfielder;;;;;
malcolm-fry;Malcolm Fry;5' 9";157 lbs;5.15.2005 (19);unknown, USA;Forward;;;Homegrown;;
mamadou-diallo;Mamadou Diallo;;;8.20.1978 (46);Dakar, Senegal;Forward;;;;;
manny-aparicio;Manny Aparicio;5' 6";150 lbs;9.17.1995 (29);Buenos Aires, Argentina;Midfielder;Right;;;Unknown;Unknown
manny-motajo;Manny Motajo;6' 0";170 lbs;2.13.1970 (55);Greenbelt, MD USA;Defender;;;;;
mamadou-fofana;Mamadou Fofana;6' 1";165 lbs;1.21.1998 (27);Bamako, Mali;Defender;Both;;;;
mandi-urbas;Hermann Urbas;6' 0";165 lbs;6.18.1982 (42);Munich, Germany;Midfielder;;;;;
mamadou-diallo-2;Mamadou Diallo;;;8.20.1978 (46);Dakar, Senegal;Forward;;;;;
mandela-egbo;Mandela Egbo;5' 11";165 lbs;8.17.1997 (27);London, England;Defender;Right;Senior;International;Full Back;Right
mamadou-fall;Mamadou Fall;6' 2";163 lbs;11.21.2002 (22);Rufisque, Senegal;Defender;;Senior;International;;
manny-lagos;Manuel Lagos;6' 0";165 lbs;6.11.1971 (53);St. Paul, MN USA;Midfielder;;;;;
mamadou-diouf;Mamadou Diouf;6' 1";170 lbs;9.15.1990 (34);Dakar, Senegal;Forward;;;;;
manu-garcia;Manu García;5' 7";150 lbs;1.2.1998 (27);Oviedo, Spain;Midfielder;;;;;
manolo-sanchez;Manolo Sanchez;6' 0";205 lbs;11.10.1991 (33);Philadelphia, PA USA;Midfielder;;;;;
manuel-bucuane;Manuel Jose Luis Bucuane;5' 7";161 lbs;8.16.1973 (51);Maputo, Mozambique;Forward;;;;;
manuel-castro;Manuel Castro;5' 8";159 lbs;9.27.1995 (29);Duranzo, Uruguay;Midfielder;Right;Senior;International;Unknown;Unknown
manuel-cafumana;Manuel Cafumana;5' 10";165 lbs;3.6.1999 (26);Luanda, Angola;Midfielder;Right;;;;
marcel-de-jong;Marcel de Jong;5' 9";170 lbs;10.15.1986 (38);Newmarket, ON Canada;Defender;;;;;
maouloune-goumballe;Maouloune Goumballe;;;6.21.2001 (23);Cincinnati, OH, USA;Forward;;;;;
manuel-carou;Manuel Carou;;;1.1.0001 (2024);;Goalkeeper;;;;;
manu-duah;Manu Duah;6' 4";;;Kumasi, Ghana;Midfielder;;;;;
marc-burch;Marc Burch;6' 1";181 lbs;5.7.1984 (40);Cincinnati, OH USA;Defender;;;;;
marcel-hartel;Marcel Hartel;5' 10";150 lbs;1.19.1996 (29);Köln, Germany;Midfielder;Right;;Designated Player, International;;
marcelo-gallardo;Marcelo Gallardo;5' 7";154 lbs;1.18.1976 (49);Buenos Aires, Argentina;Midfielder;;;;;
marcelo-saragosa;Marcelo Saragosa;6' 0";174 lbs;1.22.1982 (43);Campo Grande, Brazil;Midfielder;;;;;
marcelo-palomino;Marcelo Palomino;5' 7";154 lbs;5.21.2001 (23);Texas, TX USA;Midfielder;;Supplemental Slots 29-30;Homegrown;Unknown;Unknown
marcelo-herrera;Marcelo Herrera;5' 10";168 lbs;1.1.0001 (2024);Jujuy, Argentina;Midfielder;;;;;
marcelo-carrera;Marcelo Carrera;5' 8";157 lbs;1.1.0001 (2024);Buenos Aires, Argentina;Forward;;;;;
marcelino-moreno;Marcelino Moreno;5' 6";143 lbs;6.25.1994 (30);;Midfielder;;Senior;International;Attacking Midfielder;Centre
marcelo-sarvas;Marcelo Sarvas;5' 10";154 lbs;10.16.1981 (43);São Paulo, Brazil;Midfielder;;;;;
marcelo-balboa;Marcelo Balboa;6' 1";174 lbs;1.1.0001 (2024);Cerritos, CA USA;Defender;;;;;
marcelo-morales;Marcelo Morales;5' 10";165 lbs;6.6.2003 (21);San Miguel, Chile;Defender;;;;;
marco-angulo;Marco Angulo;5' 11";148 lbs;5.8.2002 (22);unknown, Ecuador;Midfielder;;Senior;International, U22 Initiative;;
marco-donadel;Marco Donadel;5' 10";161 lbs;4.21.1983 (41);Conegliano, Italy;Midfielder;;;;;
marcelo-vega;Francisco Marcelo Vega;5' 10";161 lbs;8.12.1971 (53);Copiapo, Chile;Midfielder;;;;;
marco-etcheverry;Marco Antonio Etcheverry;5' 9";190 lbs;9.26.1970 (54);Santa Cruz, Bolivia;Midfielder;;;;;
marcelo-x7935;Marcelo Dos Santos Ferreira;5' 10";163 lbs;7.27.1989 (35);Rio de Janeiro, Brazil;Defender;;;;;
marco-bustos;Marco Bustos;5' 6";150 lbs;4.22.1996 (28);Winnipeg, Manitoba Canada;Midfielder;;;;Unknown;Unknown
marcelo-weigandt;Marcelo Weigandt;5' 9";163 lbs;1.11.2000 (25);Avellaneda, Argentina;Defender;Right;;;;
marcelo-silva;Marcelo Silva;6' 1";201 lbs;3.21.1989 (36);Fray Bentos, Uruguay;Defender;Right;Senior;;Central Defender;Centre
marco-carducci;Marco Carducci;6' 0";185 lbs;9.24.1996 (28);Calgary, AB Canada;Goalkeeper;Right;;;Goalkeeper;Unknown
marco-di-vaio;Marco Di Vaio;5' 11";172 lbs;7.15.1976 (48);Rome, Italy;Forward;;;;;
marco-franco;Marco Franco;5' 11";154 lbs;10.6.1991 (33);Chino Hills, CA USA;Defender;;;;;
marco-rizi;Marco Rizi;6' 1";185 lbs;1.1.0001 (2024);Toronto, Ontario Canada;Defender;;;;;
marco-reda;Marco Reda;6' 2";181 lbs;6.22.1977 (47);Woodbridge, Ontario Canada;Defender;;;;;
marco-pasalic;Marco Pašalić;5' 10";163 lbs;9.14.2000 (24);Karlsruhe, Germany;Forward;Left;;Designated Player;;
marcos-charras;Marcos Charras;5' 9";150 lbs;5.13.1983 (41);Rosario, Santa Fe Argentina;Defender;;;;;
marco-farfan;Marco Farfan;5' 10";159 lbs;11.12.1998 (26);Portland, OR, USA;Defender;Left;Senior;;;
marcos-domingos-dias;Marcos Dias;;;11.30.2001 (23);Formoso do Araguaia, Brazil;Forward;;;;;
marco-fabian;Marco Fabián;5' 7";141 lbs;7.21.1989 (35);Guadalajara, Mexico;Midfielder;Right;;;Attacking Midfielder;Left/Centre
marco-pappa;Marco Pablo Pappa;5' 10";154 lbs;11.15.1987 (37);Guatemala City, Guatemala;Midfielder;;;;;
marco-reus;Marco Reus;5' 11";157 lbs;5.31.1989 (35);Dortmund, Germany;Midfielder;Right;;;;
marc-pelosi;Marc Pelosi;6' 0";170 lbs;6.17.1994 (30);Bad Sackingen, Germany;Midfielder;;;;;
marcos-gonzalez;Marcos Gonzalez;6' 2";181 lbs;6.9.1980 (44);Rio de Janeiro, Brazil;Defender;;;;;
marcos-lopez;Marcos López;5' 9";150 lbs;11.20.1999 (25);Lima, Peru;Defender;Left;Senior;U22 Initiative;Full Back;Left
marcos-romaneiro;Marcos Romaneiro;5' 9";165 lbs;6.11.1983 (41);Sao Paulo, Brazil;Midfielder;;;;;
marcos-sanchez;Marcos Sánchez;5' 8";154 lbs;12.23.1989 (35);Panama City, Panama;Midfielder;;;;;
marcos-paullo;Marcos Paullo;5' 9";161 lbs;3.28.1990 (35);Trindade, Brazil;Midfielder;;;;;
marc-rzatkowski;Marc Rzatkowski;5' 7";143 lbs;3.2.1990 (35);Bochum, Germany;Midfielder;Left;Senior;International;Central Midfielder;Unknown
marco-urena;Marco Ureña;5' 9";165 lbs;3.5.1990 (35);San Jose, Costa Rica;Forward;;;International;;
marco-velez;Marco Velez;6' 1";185 lbs;6.26.1980 (44);Carolina, Puerto Rico;Defender;;;;;
marcos-mondaini;Marcos Mondaini;5' 10";161 lbs;2.14.1985 (40);Sáenz Peña, Argentina;Forward;;;;;
marcus-epps;Marcus Epps;5' 10";154 lbs;1.16.1995 (30);Jackson, MS USA;Midfielder;;;;Winger;Right
marcus-hahnemann;Marcus Hahnemann;6' 3";220 lbs;6.15.1972 (52);Seattle, WA USA;Goalkeeper;;;;;
marcus-ferkranus;Marcus Ferkranus;6' 1";185 lbs;5.10.2003 (21);Santa Clarita, USA;Defender;;Signed;Homegrown;Unknown;Unknown
marcus-roy;Marcus Roy;;;1.1.0001 (2024);;Goalkeeper;;;;;
marcus-tracy;Marcus Tracy;6' 1";;10.2.1986 (38);Chestnut Hill, PA USA;Forward;;;;;
marcus-ingvartsen;Marcus Ingvartsen;6' 1";174 lbs;1.4.1996 (29);Farum, Denmark;Forward;;;;;
marcus-sagastume;Marcus Sagastume;5' 8";165 lbs;3.6.1983 (42);Colorado Springs, CO USA;Midfielder;;;;;
marcus-godinho;Marcus Godinho;5' 10";159 lbs;6.28.1997 (27);Toronto, ON Canada;Defender;Right;Signed;;Full Back;Right
marcus-storey;Marcus Storey;5' 9";154 lbs;11.9.1982 (42);Chicago, IL USA;Midfielder;;;;;
maren-haile-selassie;Maren Haile-Selassie;5' 10";150 lbs;3.13.1999 (26);Zürich, Switzerland;Midfielder;Right;Senior;International;;
marino-hinestroza;Marino Hinestroza;5' 8";132 lbs;7.8.2002 (22);;Midfielder;;Ineligible - On Loan;;;
mariano-trujillo;Mariano Trujillo;5' 7";150 lbs;5.19.1977 (47);Mexico City, Mexico;Defender;;;;;
mario-gonzalez;Mario González;6' 0";168 lbs;2.25.1996 (29);Vallarcayo, Spain;Forward;Left;Senior;International;;
marinos-tzionis;Marinos Tzionis;5' 7";146 lbs;7.16.2001 (23);Analiontas, Cyprus;Forward;Right;Senior;U22 Initiative;;
mario-torres;Mario Torres;6' 1";170 lbs;4.7.1982 (42);Chihuahua, Mexico;Midfielder;;;;;
mario-de-luna;Mario De Luna;5' 9";174 lbs;1.5.1988 (37);Aguascalientes, Mexico;Defender;;;;;
mario-gori;Mario Gori;5' 7";161 lbs;1.6.1973 (52);Rosario, Argentina;Defender;;;;;
mario-longo;Mario Longo;5' 11";168 lbs;12.3.1980 (44);Durham, NC USA;Midfielder;;;;;
mario-martinez-x1781;Mario Martínez;5' 8";154 lbs;7.30.1989 (35);San Pedro de Sula, Honduras;Midfielder;Left;;;Attacking Midfielder;Centre
mario-rodriguez;Mario Rodriguez;5' 9";154 lbs;9.14.1981 (43);Guatemala City, Guatemala;Midfielder;;;;;
mark-anthony-kaye;Mark-Anthony Kaye;6' 1";170 lbs;12.2.1994 (30);Toronto, ON, Canada;Midfielder;Left;Senior;;;
mark-chung;Mark Chung;5' 7";150 lbs;6.18.1970 (54);Toronto, Ontario Canada;Midfielder;;;;;
marko-ilic;Marko Ilić;6' 3";179 lbs;2.3.1998 (27);Novi Sad, Serbia;Goalkeeper;Right;Senior;International;Goalkeeper;Unknown
mark-mckenzie;Mark McKenzie;6' 0";190 lbs;2.25.1999 (26);New York, NY USA;Defender;Left;Senior;Homegrown;Central Defender;Left
mark-lisi;Mark Lisi;6' 1";165 lbs;10.11.1977 (47);Englewood, CO USA;Midfielder;;;;;
marius-obekop;Marius Obekop;5' 10";168 lbs;12.19.1994 (30);Yaoundé, Cameroon;Midfielder;;;;;
mark-bloom;Mark Bloom;5' 11";161 lbs;11.25.1987 (37);Marietta, GA USA;Defender;;;;;
mark-dougherty;Mark Dougherty;6' 2";181 lbs;11.7.1967 (57);Santa Ana, CA USA;Goalkeeper;;;;;
mark-baena;Mark Baena;6' 3";201 lbs;1.1.0001 (2024);;Forward;;;;;
mark-dodd;Mark Dodd;6' 2";181 lbs;1.1.0001 (2024);Dallas, TX USA;Goalkeeper;;;;;
marko-maric-x2484;Marko Maric;6' 3";196 lbs;1.3.1996 (29);Vienna, Croatia;Goalkeeper;Left;Senior;International;Goalkeeper;Unknown
mark-schulte;Mark Schulte;6' 3";209 lbs;10.4.1977 (47);Mountain View, CA USA;Defender;;;;;
mark-sherrod;Mark Sherrod;6' 3";185 lbs;8.13.1990 (34);Knoxville, TN USA;Forward;;;;;
marko-perovic;Marko Perovic;6' 1";165 lbs;1.11.1984 (41);Pristina, Serbia;Midfielder;;;;;
marko-maric;Marko Maric;6' 2";181 lbs;4.25.1983 (41);Zagreb, Croatia;Midfielder;;;;;
mark-semioli;Mark Semioli;6' 0";174 lbs;1.1.0001 (2024);Brooklyn, NY USA;Defender;;;;;
mark-pais;Mark Pais;6' 4";201 lbs;6.3.1991 (33);St. Louis, MO USA;Goalkeeper;;;;;
mark-segbers-x9336;Mark Segbers;5' 9";165 lbs;4.18.1996 (28);St. Louis, MO USA;Defender;Right;;;Unknown;Unknown
mark-santel;Mark Santel;5' 10";165 lbs;1.1.0001 (2024);St. Louis, MO USA;Midfielder;;;;;
mark-o-neill;Mark O'Neill;6' 1";185 lbs;3.8.2002 (23);Boulder, CO, USA;Defender;;;;;
mark-williams;Mark Williams;6' 0";170 lbs;9.28.1970 (54);Stalybridge, England;Defender;;;;;
mark-watson;Mark Watson;6' 0";181 lbs;9.8.1970 (54);Vancouver, BC Canada;Defender;;;;;
markus-schopp;Markus Schopp;6' 3";176 lbs;2.22.1974 (51);Graz, Austria;Defender;;;;;
markus-halsti;Markus Halsti;6' 1";185 lbs;3.19.1984 (41);Helsinki, Finland;Midfielder;;;;;
mark-simpson;Mark Simpson;6' 0";174 lbs;1.1.0001 (2024);Cincinnati, OH USA;Goalkeeper;;;;;
mark-wilson;Mark Anthony Wilson;6' 0";170 lbs;2.9.1979 (46);Scunthorpe, England;Midfielder;;;;;
marky-delgado;Marco Delgado;5' 9";146 lbs;5.16.1995 (29);Glendora, CA, USA;Midfielder;;Senior;;;
markus-cimermancic;Markus Cimermancic;;;10.1.2004 (20);Kitchener, Ontario, Canada;Midfielder;;;;;
markus-holgersson;Markus Holgersson;6' 2";174 lbs;4.16.1985 (39);Helsingborg, Sweden;Defender;;;;;
markus-anderson;Markus Anderson;5' 10";170 lbs;12.11.2003 (21);Brooklyn, NY, USA;Midfielder;;;;;
marquis-white;Marquis White;5' 7";146 lbs;1.1.0001 (2024);San Rafael, CA USA;Forward;;;;;
marlon-hairston;Marlon Hairston;6' 0";157 lbs;3.23.1994 (31);Jackson, MS USA;Midfielder;Right;Senior;;Winger;Right
marshall-leonard;Marshall Leonard;5' 7";170 lbs;12.29.1980 (44);El Paso, TX USA;Midfielder;;;;;
marquinho;Marco Antonio Dos Santos;5' 10";154 lbs;1.1.0001 (2024);Sao Paulo, Brazil;Midfielder;;;;;
marquinhos-pedroso;Marquinhos Pedroso;5' 10";170 lbs;10.4.1993 (31);Tubarão, Brazil, Brazil;Defender;;;;;
marlon-rojas;Marlon Rojas;5' 10";170 lbs;11.11.1979 (45);Arima, Trinidad and Tobago;Defender;;;;;
martin-bonjour;Martín Bonjour;6' 3";190 lbs;4.9.1985 (39);Carhué, Argentina;Defender;;;;;
marlon-vargas;Marlon Vargas;5' 5";139 lbs;1.12.2001 (24);unknown, USA;Midfielder;;;;;
marlon-santos;Marlon Santos;6' 1";179 lbs;9.7.1995 (29);Duque de Caxias, Brazil;Defender;Right;;;;
marshall-hollingsworth;Marshall Hollingsworth;5' 8";161 lbs;8.6.1993 (31);;Midfielder;;;;;
martin-ojeda;Martín Ojeda;5' 9";130 lbs;11.27.1998 (26);Gualeguaychu, Argentina, Argentina;Midfielder;Left;Senior;Designated Player;;
martin-paterson;Martin Paterson;5' 10";141 lbs;5.10.1987 (37);Tunstall, England;Forward;;;;;
martin-ponce;Martín Ponce;5' 6";150 lbs;6.30.1992 (32);Guanajuato, Mexico;Midfielder;;;;;
martin-rivero;Martin Rivero;5' 9";161 lbs;11.13.1989 (35);Roldán, Argentina;Midfielder;;;;;
martin-caceres;Martín Cáceres;5' 11";170 lbs;4.7.1987 (37);Montevideo, Uruguay;Defender;Right;Senior;International;Central Defender;Centre
martin-morales;Martin Morales;5' 11";174 lbs;11.30.1978 (46);Montevideo, Uruguay;Midfielder;;;;;
martin-munnelly;Martin Munnelly;5' 11";165 lbs;1.1.0001 (2024);New York, NY USA;Midfielder;;;;;
martin-klinger;Martin Klinger;5' 11";141 lbs;7.9.1980 (44);Cuenta, Ecuador;Forward;;;;;
martin-hutton;Martin Hutton;6' 1";185 lbs;1.21.1982 (43);Spring, TX USA;Goalkeeper;;;;;
martin-machon;Martin Machon;5' 10";170 lbs;2.4.1973 (52);Guatemala City, Guatemala;Midfielder;;;;;
martin-steuble;Martin Steuble;5' 8";159 lbs;6.9.1988 (36);Schlieren, Switzerland;Midfielder;;;;;
martin-rodriguez;Martín Rodríguez;5' 7";172 lbs;8.5.1994 (30);Diego de Almagro, Chile;Midfielder;Right;Senior;International;Winger;Left/Right
marvin-chavez;Marvin Antonio Chavez;5' 5";146 lbs;11.3.1983 (41);La Ceiba, Honduras;Midfielder;;;;;
marvin-loria;Marvin Loría;5' 10";170 lbs;4.24.1997 (27);San José, Costa Rica;Midfielder;;Senior;;;
marvin-emnes;Marvin Emnes;5' 9";150 lbs;5.27.1988 (36);Rotterdam, Netherlands;Forward;;;;;
marvin-iraheta;Marvin Iraheta;5' 9";154 lbs;5.31.1992 (32);Departamento de Cabañas, El Salvador;Midfielder;;;;;
martin-zuniga;Martin Zuniga;5' 11";165 lbs;8.6.1970 (54);Tampico, Tamaulipas Mexico;Goalkeeper;;;;;
marvin-quijano;Marvin Quijano;5' 8";150 lbs;10.10.1979 (45);San Salvador, El Salvador;Forward;;;;;
marvell-wynne;Marvell Wynne;5' 9";181 lbs;5.8.1986 (38);Pittsburgh, PA USA;Defender;;;;;
martin-vasquez;Martin Vasquez;;;1.1.0001 (2024);Yahualica, Jalisco Mexico;;;;;;
matai-akinmboni;;;;;;;;;;;
masato-kudo;Masato Kudo;5' 10";165 lbs;5.6.1990 (34);Tokyo, Japan;Forward;;;;;
mateusz-klich;Mateusz Klich;6' 0";185 lbs;6.13.1990 (34);Tarnow, Poland;Midfielder;Right;Senior;International;;
matheus-aias;Matheus Aiás Aiás;5' 9";159 lbs;12.30.1996 (28);Palmares Paulista, Brazil;Forward;Both;Senior;International;Striker;Centre
mason-toye;Mason Toye;6' 3";181 lbs;10.16.1998 (26);South Orange, NJ, USA;Forward;;Senior;Generation adidas;;
matej-oravec;Matej Oravec;6' 1";163 lbs;3.30.1998 (27);;Midfielder;Right;Senior;International;Defensive Midfielder;Centre
matej-dekovic;Matej Dekovic;6' 2";181 lbs;9.18.1993 (31);Zagreb, Croatia;Defender;;;;;
mateo-bajamich;Mateo Bajamich;5' 10";165 lbs;8.3.1999 (25);;Forward;Right;Senior;International;Unknown;Unknown
mason-stajduhar;Mason Stajduhar;6' 2";190 lbs;12.2.1997 (27);Salem, MA, USA;Goalkeeper;Right;Supplemental Slots 29-30;Homegrown;;
mateusz-bogusz;Mateusz Bogusz;5' 9";152 lbs;8.22.2001 (23);Ruda Śląska, Poland;Midfielder;;Senior;International;;
matheus-rossetto;Matheus Rossetto;5' 11";165 lbs;6.3.1996 (28);Santo Amaro da Imperatriz, Brazil;Midfielder;Right;Senior;;Central Midfielder;Centre
matheus-alvarenga-de-oliveira;Matheus Davό;5' 10";150 lbs;8.16.1999 (25);;Forward;;Senior;International;Winger;Left/Right
mathias-laborda;Mathias Laborda;6';159 lbs;9.15.1999 (25);Fray Bentos, Uruguay;Defender;Right;Senior;International;;
matheus-maia;Matheus Vinícius Maia Costa de Almeida;;;9.22.2004 (20);Cabreúva, Brazil;Forward;;;;Unknown;Unknown
mathias-jorgensen;Mathias Jørgensen;6' 1";154 lbs;9.20.2000 (24);Hundested, Denmark;Forward;Right;Senior;International;Striker;Centre
matheus-silva;Matheus Silva;6' 2";198 lbs;12.8.1996 (28);Taboao Da Serra, Brazil;Defender;Left;;;Central Defender;Centre
mathieu-deplagne;Mathieu Deplagne;6' 0";172 lbs;10.1.1991 (33);Montpellier, France;Defender;Right;;;Full Back;Right
matheus-nascimento;Matheus Nascimento;6' 0";170 lbs;3.3.2004 (21);Niterói, Brazil;Forward;;;;;
matias-coccaro;Matías Cóccaro;5' 10";;11.15.1997 (27);Pirarajá, Uruguay;Forward;;;;;
mathieu-choiniere;Mathieu Choinière;5' 9";150 lbs;2.7.1999 (26);Québec, QC, Canada;Midfielder;Left;Supplemental Slots 25-28;Homegrown;Central Midfielder;Centre
matias-cordoba;Matias Jesus Cordoba;5' 10";161 lbs;10.7.1984 (40);Lanus, Argentina;Midfielder;;;;;
matias-mantilla;Matias Ezequiel Mantilla;5' 8";154 lbs;2.14.1981 (44);Mar del Plata, Buenos Aires Argentina;Defender;;;;;
matias-sanchez;Matías Sánchez;5' 8";161 lbs;8.18.1987 (37);Temperley, Argentina;Midfielder;;;;;
matias-perez-garcia;Matías Pérez García;5' 5";146 lbs;10.13.1984 (40);Tartagal, Argentina;Midfielder;;;;;
matias-rojas;Matías Rojas;5' 11";;11.3.1995 (29);Asuncion, Paraguay;Midfielder;;Senior;International;;
matias-pellegrini;Matías Pellegrini;5' 11";159 lbs;3.11.2000 (25);Magdalena, Argentina;Forward;Right;Senior;;Unknown;Unknown
matias-gallardo;Matias Gallardo;5' 9";157 lbs;11.23.2003 (21);;Midfielder;;;;;
matias-jara;Matias Jara;5' 10";179 lbs;8.7.1987 (37);Trelew, Argentina;Forward;;;;;
matias-laba;Matías Laba;5' 9";154 lbs;12.11.1991 (33);Villa Raffo, Argentina;Midfielder;;;;;
matias-donnet;Matias Donnet;5' 9";161 lbs;4.18.1980 (44);Esperanza San Fe, Argentina;Midfielder;;;;;
matias-vera;Matías Gabriel Vera;5' 6";143 lbs;11.20.1995 (29);;Midfielder;Right;Senior;International;Central Midfielder;Centre
matt-crooks;Matt Crooks;6' 3";;1.20.1994 (31);Leeds, England;Midfielder;;;;;
matt-behncke;Matt Behncke;6' 3";190 lbs;2.20.1980 (45);Williamsburg, VA USA;Defender;;;;;
